카드이용내역,,,,,,,,,,,,,,
2025.09.20,0:45,본인 우리은행 포인트플러스 GRANDE(9*3*),CJ제일제당(인증),PG(온라인),"35,098",일시불,-,39011646,N,,0,0,0,Y
2025.09.18,23:54,본인 우리은행 포인트플러스 GRANDE(9*3*),씨유(CU)덕의초교점,편의점,"6,400",일시불,-,40969645,N,,0,0,0,Y
2025.09.18,21:34,본인 우리은행 포인트플러스 GRANDE(9*3*),NICE_통신판매_NICE페이먼츠,PG(오프라인),"9,900",일시불,-,52888644,N,,0,0,0,Y
2025.09.18,16:04,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"9,190",일시불,-,42459643,N,,0,0,0,Y
2025.09.18,15:50,본인 우리은행 포인트플러스 GRANDE(9*3*),다이소 고척동점,가정생활용품,"1,000",일시불,-,32992642,N,,0,0,0,Y
2025.09.17,13:30,본인 우리은행 포인트플러스 GRANDE(9*3*),맘스터치 동양미래대점,패스트푸드점,"5,000",일시불,-,21717641,N,,0,0,0,Y
2025.09.17,10:54,본인 우리은행 포인트플러스 GRANDE(9*3*),유풍약국,약국,"6,000",일시불,-,47657640,N,,0,0,0,Y
2025.09.17,10:54,본인 우리은행 포인트플러스 GRANDE(9*3*),유풍약국,약국,"5,500",일시불,-,30358639,N,,0,0,0,Y
2025.09.17,10:44,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 동양미래대점,커피전문점,"5,800",일시불,-,65578638,N,,0,0,0,Y
2025.09.15,22:41,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"6,600",일시불,-,41007637,N,,0,0,0,Y
2025.09.14,20:47,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"2,100",일시불,-,24072636,N,,0,0,0,Y
2025.09.14,19:42,본인 우리은행 포인트플러스 GRANDE(9*3*),써브웨이(동양미래대점),기타일반음식,"7,800",일시불,-,31632635,N,,0,0,0,Y
2025.09.14,16:42,본인 우리은행 포인트플러스 GRANDE(9*3*),에버애프터,커피전문점,"4,700",일시불,-,22669634,N,,0,0,0,Y
2025.09.14,16:23,본인 우리은행 포인트플러스 GRANDE(9*3*),데이앤나잇(편의점),편의점,"2,000",일시불,-,26829633,N,,0,0,0,Y
2025.09.14,13:31,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"3,330",일시불,-,69698632,N,,0,0,0,Y
2025.09.14,10:18,본인 우리은행 포인트플러스 GRANDE(9*3*),스타벅스코리아,커피전문점,"7,900",일시불,-,30427631,N,,0,0,0,Y
2025.09.13,15:43,본인 우리은행 포인트플러스 GRANDE(9*3*),스타벅스코리아,커피전문점,"8,500",일시불,-,36089630,N,,0,0,0,Y
2025.09.13,15:22,본인 우리은행 포인트플러스 GRANDE(9*3*),씨제이올리브네트웍스(주) 대흥역점,화장품,"9,500",일시불,-,20878629,N,,0,0,0,Y
2025.09.13,13:50,본인 우리은행 포인트플러스 GRANDE(9*3*),백소정 동양미래대점,일식(횟집),"16,500",일시불,-,60767628,N,,0,0,0,Y
2025.09.12,20:19,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"28,500",일시불,-,39650627,N,,0,0,0,Y
2025.09.12,15:17,본인 우리은행 포인트플러스 GRANDE(9*3*),구글페이먼트_구글페이먼트코리아,PG(오프라인),"5,000",일시불,-,58209626,N,,0,0,0,Y
2025.09.12,13:38,본인 우리은행 포인트플러스 GRANDE(9*3*),청이,중식,"6,000",일시불,-,34897625,N,,0,0,0,Y
2025.09.11,21:41,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"6,400",일시불,-,31673624,N,,0,0,0,Y
2025.09.11,14:11,본인 우리은행 포인트플러스 GRANDE(9*3*),SK텔레콤(자동납부),통신비(시청료),"53,040",일시불,-,29470623,N,,0,0,0,Y
2025.09.10,22:14,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_(주)우아한형제,PG(온라인),"29,800",일시불,-,29578622,N,,0,0,0,Y
2025.09.10,18:58,본인 우리은행 포인트플러스 GRANDE(9*3*),이삭토스트 동양미래대점,기타일반음식,"7,300",일시불,-,51299621,N,,0,0,0,Y
2025.09.09,18:58,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"3,900",일시불,-,20483620,N,,0,0,0,Y
2025.09.09,18:54,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"24,020",일시불,-,67331619,N,,0,0,0,Y
2025.09.07,21:17,본인 우리은행 포인트플러스 GRANDE(9*3*),KOCES_자판기_0,PG_우대,"3,000",일시불,-,59639618,N,,0,0,0,Y
2025.09.07,20:47,본인 우리은행 포인트플러스 GRANDE(9*3*),씨제이올리브영(주)영등포역점,화장품,"5,000",일시불,-,31306617,N,,0,0,0,Y
2025.09.07,20:17,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)교보문고,서적(서점),"34,000",일시불,-,66610616,N,,0,0,0,Y
2025.09.07,20:17,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)교보문고,서적(서점),"17,920",일시불,-,35175615,N,,0,0,0,Y
2025.09.07,15:13,본인 우리은행 포인트플러스 GRANDE(9*3*),브래댄코(고척점),제과점/아이스크림점,"8,100",일시불,-,66363614,N,,0,0,0,Y
2025.09.07,14:26,본인 우리은행 포인트플러스 GRANDE(9*3*),버거리 고척점,패스트푸드점,"11,300",일시불,-,30302613,N,,0,0,0,Y
2025.09.06,21:02,본인 우리은행 포인트플러스 GRANDE(9*3*),구글페이먼트_구글페이먼트코리아,PG(오프라인),"4,250",일시불,-,43652612,N,,0,0,0,Y
2025.09.06,3:29,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"8,900",일시불,-,57777611,N,,0,0,0,Y
2025.09.06,2:30,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"3,300",일시불,-,35479610,N,,0,0,0,Y
2025.09.06,0:18,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"2,200",일시불,-,25589609,N,,0,0,0,Y
2025.09.05,12:09,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"2,100",일시불,-,58784608,N,,0,0,0,Y
2025.09.05,11:35,본인 우리은행 포인트플러스 GRANDE(9*3*),닐리스쉐프,양식,"25,300",일시불,-,46008607,N,,0,0,0,Y
2025.09.03,20:26,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"9,900",일시불,-,32376606,N,,0,0,0,Y
2025.09.02,13:33,본인 우리은행 포인트플러스 GRANDE(9*3*),이니시스_YBM전용_와이비엠넷,PG(온라인),"1,500",일시불,-,56557605,N,,0,0,0,Y
2025.09.01,22:54,본인 우리은행 포인트플러스 GRANDE(9*3*),까까멜레온 고척점,기타음료식품,"3,000",일시불,-,49059604,N,,0,0,0,Y
2025.08.30,18:11,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오(CNT)_이니시스_씨엔티테크베,PG(온라인),"3,000",일시불,-,33573603,N,,0,0,0,Y
2025.08.29,19:43,본인 우리은행 포인트플러스 GRANDE(9*3*),CJ 올리브영_국내_CJ올리브영주식회,PG(온라인),"83,180",할부,5 개월,45891602,N,,0,0,0,Y
2025.08.26,18:40,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"6,000",일시불,-,29168601,N,,0,0,0,Y
2025.08.24,15:55,본인 우리은행 포인트플러스 GRANDE(9*3*),에버애프터,커피전문점,"6,000",일시불,-,24807600,N,,0,0,0,Y
2025.08.24,0:32,본인 우리은행 포인트플러스 GRANDE(9*3*),이니시스_YBM전용_와이비엠넷,PG(온라인),"84,000",할부,5 개월,22859599,N,,0,0,0,Y
2025.08.23,11:42,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,250,일시불,-,30120598,N,,0,0,0,Y
2025.08.23,3:03,본인 우리은행 포인트플러스 GRANDE(9*3*),24시 무인카페아이스크림할인점 구로고척점,커피전문점,"1,200",일시불,-,28713597,N,,0,0,0,Y
2025.08.22,22:39,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 고척점,편의점,"2,300",일시불,-,34265596,N,,0,0,0,Y
2025.08.22,15:52,본인 우리은행 포인트플러스 GRANDE(9*3*),벌툰 몽유도원 고척점,기타일반음식,"14,900",일시불,-,67941595,N,,0,0,0,Y
2025.08.22,13:50,본인 우리은행 포인트플러스 GRANDE(9*3*),벌툰 몽유도원 고척점,기타일반음식,"9,900",일시불,-,45163594,N,,0,0,0,Y
2025.08.22,13:20,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_선물하기,PG(온라인),"23,500",일시불,-,24966593,N,,0,0,0,Y
2025.08.22,9:30,본인 우리은행 포인트플러스 GRANDE(9*3*),이삭토스트 동양미래대점,기타일반음식,"8,100",일시불,-,67639592,N,,0,0,0,Y
2025.08.21,13:39,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"2,000",일시불,-,47269591,N,,0,0,0,Y
2025.08.21,13:30,본인 우리은행 포인트플러스 GRANDE(9*3*),늘상식당,한식(한정식),"11,000",일시불,-,37817590,N,,0,0,0,Y
2025.08.20,20:57,본인 우리은행 포인트플러스 GRANDE(9*3*),홍콩반점 고척동양대점,중식,"12,500",일시불,-,30991589,N,,0,0,0,Y
2025.08.20,14:49,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_멜론,PG(오프라인),"8,690",일시불,-,45407588,N,,0,0,0,Y
2025.08.20,13:48,본인 우리은행 포인트플러스 GRANDE(9*3*),본죽&비빔밥 고척동양대점,한식(한정식),"11,000",일시불,-,35452587,N,,0,0,0,Y
2025.08.20,8:58,본인 우리은행 포인트플러스 GRANDE(9*3*),백억커피 구로고척점,커피전문점,"14,000",일시불,-,55216586,N,,0,0,0,Y
2025.08.19,18:32,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 동양미래대점,커피전문점,"12,600",일시불,-,22070585,N,,0,0,0,Y
2025.08.19,7:04,본인 우리은행 포인트플러스 GRANDE(9*3*),스페이스365스터디카페,독서실,"130,000",할부,5 개월,35172584,N,,0,0,0,Y
2025.08.18,21:34,본인 우리은행 포인트플러스 GRANDE(9*3*),NICE_통신판매_NICE페이먼츠,PG(오프라인),"9,900",일시불,-,32325583,N,,0,0,0,Y
2025.08.18,13:23,본인 우리은행 포인트플러스 GRANDE(9*3*),호호왕만두,기타일반음식,"12,000",일시불,-,38866582,N,,0,0,0,Y
2025.08.18,13:11,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척점,커피전문점,"1,680",일시불,-,45950581,N,,0,0,0,Y
2025.08.18,13:06,본인 우리은행 포인트플러스 GRANDE(9*3*),스마트백평치과의원,치과,"50,000",일시불,-,38649580,N,,0,0,0,Y
2025.08.17,11:09,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)초이락홀딩스,커피전문점,"5,000",일시불,-,24927579,N,,0,0,0,Y
2025.08.17,2:08,본인 우리은행 포인트플러스 GRANDE(9*3*),한국철도공사(승차권발매),철도,"86,600",할부,3 개월,44742578,Y,2025.09.02,"-5,400",0,0,Y
2025.08.16,16:29,본인 우리은행 포인트플러스 GRANDE(9*3*),제일식품,슈퍼마켓,"2,200",일시불,-,40242577,N,,0,0,0,Y
2025.08.16,8:38,본인 우리은행 포인트플러스 GRANDE(9*3*),인터넷상거래_주식회사 브랜드501,PG(온라인),"34,500",일시불,-,42236576,N,,0,0,0,Y
2025.08.16,8:19,본인 우리은행 포인트플러스 GRANDE(9*3*),대표_다날_3,PG_우대,"29,800",일시불,-,25703575,N,,0,0,0,Y
2025.08.15,21:30,본인 우리은행 포인트플러스 GRANDE(9*3*),양키통닭,기타일반음식,"69,500",일시불,-,31717574,N,,0,0,0,Y
2025.08.15,14:39,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 씨씨오씨,기타대행업,"26,300",일시불,-,41759573,N,,0,0,0,Y
2025.08.15,12:27,본인 우리은행 포인트플러스 GRANDE(9*3*),네이버파이낸셜㈜_네이버,전자상거래(온라인),"40,000",일시불,-,30553572,N,,0,0,0,Y
2025.08.14,21:47,본인 우리은행 포인트플러스 GRANDE(9*3*),도도아이스랜드 고척2호점,기타음료식품,"7,500",일시불,-,61351571,N,,0,0,0,Y
2025.08.14,21:43,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"7,400",일시불,-,33490570,N,,0,0,0,Y
2025.08.13,8:03,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_(주)우아한형제,PG(온라인),"21,600",일시불,-,27318569,N,,0,0,0,Y
2025.08.12,21:51,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"13,200",일시불,-,47035568,N,,0,0,0,Y
2025.08.11,14:54,본인 우리은행 포인트플러스 GRANDE(9*3*),도도아이스랜드 고척2호점,기타음료식품,"7,000",일시불,-,49507567,N,,0,0,0,Y
2025.08.11,14:11,본인 우리은행 포인트플러스 GRANDE(9*3*),SK텔레콤(자동납부),통신비(시청료),"80,870",일시불,-,34349566,N,,0,0,0,Y
2025.08.11,10:19,본인 우리은행 포인트플러스 GRANDE(9*3*),써브웨이(동양미래대점),기타일반음식,"8,700",일시불,-,62057565,N,,0,0,0,Y
2025.08.11,10:09,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,"3,400",일시불,-,31543564,N,,0,0,0,Y
2025.08.11,10:02,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,"16,750",일시불,-,43940563,N,,0,0,0,Y
2025.08.11,10:00,본인 우리은행 포인트플러스 GRANDE(9*3*),인터넷상거래_3_주식회사 퓨쳐스콜레,PG_우대,"11,000",일시불,-,26150562,N,,0,0,0,Y
2025.08.11,9:52,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,910,일시불,-,50011561,N,,0,0,0,Y
2025.08.10,19:53,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 동양미래대학점,커피전문점,"4,400",일시불,-,51168560,N,,0,0,0,Y
2025.08.10,19:32,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"2,000",일시불,-,34093559,N,,0,0,0,Y
2025.08.10,19:06,본인 우리은행 포인트플러스 GRANDE(9*3*),홍콩반점 고척동양대점,중식,"11,900",일시불,-,41975558,N,,0,0,0,Y
2025.08.10,13:18,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"3,300",일시불,-,62352557,N,,0,0,0,Y
2025.08.10,12:32,본인 우리은행 포인트플러스 GRANDE(9*3*),고좌리 뼈칼국수,기타일반음식,"10,000",일시불,-,27724556,N,,0,0,0,Y
2025.08.09,0:44,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"5,300",일시불,-,28867555,N,,0,0,0,Y
2025.08.09,0:29,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,750,일시불,-,25579554,N,,0,0,0,Y
2025.08.09,0:28,본인 우리은행 포인트플러스 GRANDE(9*3*),주식회사 리베르 구로1지점,기타(용역)서비스,750,일시불,-,62476553,N,,0,0,0,Y
2025.08.08,11:45,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 청주우암세원점,편의점,"3,800",일시불,-,50311552,N,,0,0,0,Y
2025.08.07,20:54,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"20,000",일시불,-,34872551,N,,0,0,0,Y
2025.08.06,10:43,본인 우리은행 포인트플러스 GRANDE(9*3*),씨유(CU) 청주우암공원점,편의점,"18,300",일시불,-,29562550,N,,0,0,0,Y
2025.08.05,17:04,본인 우리은행 포인트플러스 GRANDE(9*3*),씨유(CU) 청주우암공원점,편의점,"6,900",일시불,-,44781549,N,,0,0,0,Y
2025.08.05,13:37,본인 우리은행 포인트플러스 GRANDE(9*3*),인터넷상거래_(주)여기어때컴퍼니,PG(온라인),"177,000",할부,5 개월,38031548,N,,0,0,0,Y
2025.08.04,18:31,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_(주)우아한형제,PG(온라인),"22,100",일시불,-,41340547,N,,0,0,0,Y
2025.08.04,14:01,본인 우리은행 포인트플러스 GRANDE(9*3*),인터넷상거래_(주)여기어때컴퍼니,PG(온라인),"52,000",할부,5 개월,23812546,N,,0,0,0,Y
2025.08.04,10:29,본인 우리은행 포인트플러스 GRANDE(9*3*),세외수입_KICC(인터넷)_1_한국데이터산업,PG_우대,"17,800",일시불,-,50823545,N,,0,0,0,Y
2025.08.03,21:36,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_(주)우아한형제,PG(온라인),"29,600",일시불,-,52589544,N,,0,0,0,Y
2025.08.03,10:27,본인 우리은행 포인트플러스 GRANDE(9*3*),인터넷상거래_(주)여기어때컴퍼니,PG(온라인),"47,000",일시불,-,52706543,N,,0,0,0,Y
2025.08.02,15:35,본인 우리은행 포인트플러스 GRANDE(9*3*),브래댄코(고척점),제과점/아이스크림점,"3,200",일시불,-,63273542,N,,0,0,0,Y
2025.08.02,15:17,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 구로골든타워점,편의점,"1,850",일시불,-,37134541,N,,0,0,0,Y
2025.08.02,9:20,본인 우리은행 포인트플러스 GRANDE(9*3*),브래댄코(고척점),제과점/아이스크림점,"10,000",일시불,-,43715540,N,,0,0,0,Y
2025.07.31,21:20,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"15,500",일시불,-,60030539,N,,0,0,0,Y
2025.07.29,14:38,본인 우리은행 포인트플러스 GRANDE(9*3*),렛 미 얼론,제과점/아이스크림점,"13,800",일시불,-,31583538,N,,0,0,0,Y
2025.07.23,21:12,본인 우리은행 포인트플러스 GRANDE(9*3*),도미노피자 개봉점,패밀리레스토랑,"15,650",일시불,-,22985537,N,,0,0,0,Y
2025.07.23,12:57,본인 우리은행 포인트플러스 GRANDE(9*3*),컬리_컬리페이_주식회사 컬리,PG(온라인),"19,460",일시불,-,38676536,N,,0,0,0,Y
2025.07.22,21:47,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"4,100",일시불,-,26180535,N,,0,0,0,Y
2025.07.22,17:56,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오(기프티콘)_다날,PG(온라인),"2,500",일시불,-,22732534,N,,0,0,0,Y
2025.07.21,16:41,본인 우리은행 포인트플러스 GRANDE(9*3*),세외수입_KICC(인터넷)_1_한국데이터산업,PG_우대,"50,000",일시불,-,24689533,N,,0,0,0,Y
2025.07.20,18:18,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"24,000",일시불,-,29176532,N,,0,0,0,Y
2025.07.20,15:53,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_멜론,PG(오프라인),"8,690",일시불,-,33800531,N,,0,0,0,Y
2025.07.20,8:21,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"17,800",일시불,-,66541530,N,,0,0,0,Y
2025.07.20,8:03,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"8,150",일시불,-,20450529,N,,0,0,0,Y
2025.07.20,7:57,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"1,200",일시불,-,29804528,N,,0,0,0,Y
2025.07.19,13:49,본인 우리은행 포인트플러스 GRANDE(9*3*),테라커피 동양미래대점,커피전문점,"3,000",일시불,-,43837527,N,,0,0,0,Y
2025.07.19,12:28,본인 우리은행 포인트플러스 GRANDE(9*3*),맘스터치 동양미래대점,패스트푸드점,"8,000",일시불,-,29870526,N,,0,0,0,Y
2025.07.18,21:34,본인 우리은행 포인트플러스 GRANDE(9*3*),NICE_통신판매_NICE페이먼츠,PG(오프라인),"9,900",일시불,-,26751525,N,,0,0,0,Y
2025.07.18,18:42,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 고척점,편의점,"2,000",일시불,-,63714524,N,,0,0,0,Y
2025.07.18,18:27,본인 우리은행 포인트플러스 GRANDE(9*3*),호시타코야끼 고척점,기타일반음식,"5,000",일시불,-,38885523,N,,0,0,0,Y
2025.07.18,18:02,본인 우리은행 포인트플러스 GRANDE(9*3*),하우마라,중식,"6,500",일시불,-,37063522,N,,0,0,0,Y
2025.07.17,18:45,본인 우리은행 포인트플러스 GRANDE(9*3*),한마음슈퍼,슈퍼마켓,"2,900",일시불,-,59920521,N,,0,0,0,Y
2025.07.16,21:58,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 고척점,편의점,"9,850",일시불,-,62044520,N,,0,0,0,Y
2025.07.16,21:27,본인 우리은행 포인트플러스 GRANDE(9*3*),멘야이찌방 고척점,일식(횟집),"20,800",일시불,-,20569519,N,,0,0,0,Y
2025.07.15,18:48,본인 우리은행 포인트플러스 GRANDE(9*3*),호호왕만두,기타일반음식,"3,500",일시불,-,56080518,N,,0,0,0,Y
2025.07.15,18:29,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"3,400",일시불,-,30945517,N,,0,0,0,Y
2025.07.14,12:34,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"5,400",일시불,-,41657516,N,,0,0,0,Y
2025.07.12,20:25,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"5,480",일시불,-,60860515,N,,0,0,0,Y
2025.07.12,20:15,본인 우리은행 포인트플러스 GRANDE(9*3*),다이소 고척동점,가정생활용품,"10,000",일시불,-,46772514,N,,0,0,0,Y
2025.07.12,17:29,본인 우리은행 포인트플러스 GRANDE(9*3*),로프커피(LOAF COFFEE),커피전문점,"6,300",일시불,-,41256513,N,,0,0,0,Y
2025.07.12,17:23,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)뉴진씨앤피,양식,"33,500",일시불,-,66454512,N,,0,0,0,Y
2025.07.12,16:34,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)교보문고,서적(서점),"59,100",할부,3 개월,64922511,N,,0,0,0,Y
2025.07.12,0:15,본인 우리은행 포인트플러스 GRANDE(9*3*),쿠팡(쿠페이)_쿠팡(쿠페이),PG(온라인),"16,640",일시불,-,62648510,N,,0,0,0,Y
2025.07.11,14:11,본인 우리은행 포인트플러스 GRANDE(9*3*),SK텔레콤(자동납부),통신비(시청료),"79,550",일시불,-,46354509,N,,0,0,0,Y
2025.07.11,11:49,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"19,100",일시불,-,48661508,N,,0,0,0,Y
2025.07.09,13:18,본인 우리은행 포인트플러스 GRANDE(9*3*),티머니택시_0,PG택시,"7,200",일시불,-,32356507,N,,0,0,0,Y
2025.07.09,13:05,본인 우리은행 포인트플러스 GRANDE(9*3*),씨유(CU)41타워점,편의점,"1,700",일시불,-,46128506,N,,0,0,0,Y
2025.07.09,12:45,본인 우리은행 포인트플러스 GRANDE(9*3*),샐러디 목동41타워점,기타일반음식,"9,900",일시불,-,61121505,N,,0,0,0,Y
2025.07.09,12:37,본인 우리은행 포인트플러스 GRANDE(9*3*),티머니택시_0,PG택시,"7,800",일시불,-,66855504,N,,0,0,0,Y
2025.07.07,19:37,본인 우리은행 포인트플러스 GRANDE(9*3*),세외수입_KICC(인터넷)_1_한국데이터산업,PG_우대,"50,000",일시불,-,34506503,N,,0,0,0,Y
2025.07.07,12:47,본인 우리은행 포인트플러스 GRANDE(9*3*),던킨도너츠 목동남로점,제과점/아이스크림점,"8,930",일시불,-,35703502,N,,0,0,0,Y
2025.07.07,12:38,본인 우리은행 포인트플러스 GRANDE(9*3*),스마트백평치과의원,치과,"50,000",일시불,-,21564501,N,,0,0,0,Y
2025.07.06,22:52,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"11,300",일시불,-,28711500,N,,0,0,0,Y
2025.07.06,22:41,본인 우리은행 포인트플러스 GRANDE(9*3*),벌툰 몽유도원 고척점,기타일반음식,"13,100",일시불,-,62326499,N,,0,0,0,Y
2025.07.06,19:04,본인 우리은행 포인트플러스 GRANDE(9*3*),역전우동0410 동양미래대점,기타일반음식,"11,000",일시불,-,51775498,N,,0,0,0,Y
2025.07.06,16:57,본인 우리은행 포인트플러스 GRANDE(9*3*),예커피,커피전문점,"19,000",일시불,-,40224497,N,,0,0,0,Y
2025.07.06,16:20,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)코리아세븐 뉴구로개봉푸르뫼점,편의점,"4,400",일시불,-,27252496,N,,0,0,0,Y
2025.07.04,8:13,본인 우리은행 포인트플러스 GRANDE(9*3*),빽다방 동양미래대점,커피전문점,"3,500",일시불,-,40186495,N,,0,0,0,Y
2025.07.04,0:26,본인 우리은행 포인트플러스 GRANDE(9*3*),우아한형제들_주식회사우,PG(온라인),"15,200",일시불,-,41937494,N,,0,0,0,Y
2025.07.03,7:59,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"7,800",일시불,-,28979493,N,,0,0,0,Y
2025.07.02,7:41,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25고척점,편의점,"4,300",일시불,-,44430492,N,,0,0,0,Y
2025.07.01,7:47,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"5,100",일시불,-,37953491,N,,0,0,0,Y
