카드이용내역,,,,,,,,,,,,,,
2025.06.29,16:16,본인 우리은행 포인트플러스 GRANDE(9*3*),정기과금_0_주식회사 릴리,PG_우대,"19,900",일시불,-,65805490,N,,0,0,0,Y
2025.06.29,15:48,본인 우리은행 포인트플러스 GRANDE(9*3*),오피니언,커피전문점,"12,300",일시불,-,23509489,N,,0,0,0,Y
2025.06.29,15:25,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25고척점,편의점,"6,400",일시불,-,46755488,N,,0,0,0,Y
2025.06.29,14:29,본인 우리은행 포인트플러스 GRANDE(9*3*),백소정 동양미래대점,일식(횟집),"14,900",일시불,-,39484487,N,,0,0,0,Y
2025.06.29,0:02,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"5,500",일시불,-,60723486,N,,0,0,0,Y
2025.06.28,23:56,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25고척점,편의점,"1,200",일시불,-,66886485,N,,0,0,0,Y
2025.06.28,21:58,본인 우리은행 포인트플러스 GRANDE(9*3*),육회바른연어 고척스카이점,한식(한정식),"14,900",일시불,-,53396484,N,,0,0,0,Y
2025.06.28,18:08,본인 우리은행 포인트플러스 GRANDE(9*3*),정기과금_0_주식회사 릴리,PG_우대,"7,900",일시불,-,24166483,Y,2025.06.30,"-7,637",0,0,Y
2025.06.28,16:46,본인 우리은행 포인트플러스 GRANDE(9*3*),자동결제_3_데이콘 주식회사,PG_우대,"298,800",일시불,-,58967482,Y,2025.07.16,"-258,900",0,0,Y
2025.06.27,18:52,본인 우리은행 포인트플러스 GRANDE(9*3*),다이소 고척동점,가정생활용품,"7,000",일시불,-,62029481,N,,0,0,0,Y
2025.06.27,18:27,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"5,000",일시불,-,42104480,N,,0,0,0,Y
2025.06.26,19:02,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"1,900",일시불,-,34520479,N,,0,0,0,Y
2025.06.26,18:28,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"3,300",일시불,-,26887478,N,,0,0,0,Y
2025.06.26,17:59,본인 우리은행 포인트플러스 GRANDE(9*3*),홍콩반점 고척동양대점,중식,"8,400",일시불,-,46711477,N,,0,0,0,Y
2025.06.25,8:45,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"3,400",일시불,-,40418476,N,,0,0,0,Y
2025.06.24,15:44,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"1,900",일시불,-,25349475,N,,0,0,0,Y
2025.06.23,2:47,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"11,300",일시불,-,27166474,N,,0,0,0,Y
2025.06.22,23:41,본인 우리은행 포인트플러스 GRANDE(9*3*),CGV영등포,영화/연극/공연관,"9,000",일시불,-,20446473,N,,0,0,0,Y
2025.06.22,19:36,본인 우리은행 포인트플러스 GRANDE(9*3*),우지커피 고척사거리점,커피전문점,"6,800",일시불,-,69956472,N,,0,0,0,Y
2025.06.21,19:21,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"2,000",일시불,-,46332471,N,,0,0,0,Y
2025.06.21,18:50,본인 우리은행 포인트플러스 GRANDE(9*3*),프랭크버거 구로고척점,패스트푸드점,"4,900",일시불,-,52958470,N,,0,0,0,Y
2025.06.21,18:19,본인 우리은행 포인트플러스 GRANDE(9*3*),이디야 고척사거리점,커피전문점,"3,000",일시불,-,24869469,N,,0,0,0,Y
2025.06.21,15:14,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_선물하기,PG(온라인),"1,800",일시불,-,43816468,N,,0,0,0,Y
2025.06.21,15:10,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오(기프티콘)_다날,PG(온라인),"1,800",일시불,-,40655467,N,,0,0,0,Y
2025.06.21,13:34,본인 우리은행 포인트플러스 GRANDE(9*3*),베델로즈 피크닉(bethel rose picnic),커피전문점,"6,500",일시불,-,55687466,N,,0,0,0,Y
2025.06.21,11:00,본인 우리은행 포인트플러스 GRANDE(9*3*),미분당 고척점,기타일반음식,"9,500",일시불,-,42082465,N,,0,0,0,Y
2025.06.21,7:09,본인 우리은행 포인트플러스 GRANDE(9*3*),맥도날드 고척DT점,패스트푸드점,"3,900",일시불,-,36759464,N,,0,0,0,Y
2025.06.20,17:44,본인 우리은행 포인트플러스 GRANDE(9*3*),두부커피,커피전문점,"4,300",일시불,-,57610463,N,,0,0,0,Y
2025.06.20,17:05,본인 우리은행 포인트플러스 GRANDE(9*3*),섹타나인_코페이_비인증_일반_주식회사,PG(오프라인),"26,000",일시불,-,64264462,N,,0,0,0,Y
2025.06.20,15:32,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_멜론,PG(오프라인),"8,690",일시불,-,38595461,N,,0,0,0,Y
2025.06.19,16:50,본인 우리은행 포인트플러스 GRANDE(9*3*),롯데리아 개봉점,패스트푸드점,"2,500",일시불,-,68294460,N,,0,0,0,Y
2025.06.18,21:34,본인 우리은행 포인트플러스 GRANDE(9*3*),NICE_통신판매_NICE페이먼츠,PG(오프라인),"9,900",일시불,-,46550459,N,,0,0,0,Y
2025.06.18,18:09,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"5,200",일시불,-,62188458,N,,0,0,0,Y
2025.06.17,22:01,본인 우리은행 포인트플러스 GRANDE(9*3*),지에스(GS)25 중구중림점,편의점,"1,200",일시불,-,26016457,N,,0,0,0,Y
2025.06.17,21:52,본인 우리은행 포인트플러스 GRANDE(9*3*),차차타이,기타일반음식,"26,000",일시불,-,22837456,N,,0,0,0,Y
2025.06.16,15:45,본인 우리은행 포인트플러스 GRANDE(9*3*),구글페이먼트_구글페이먼트코리아,PG(오프라인),"5,500",일시불,-,21699455,N,,0,0,0,Y
2025.06.16,15:13,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"2,000",일시불,-,44301454,N,,0,0,0,Y
2025.06.15,20:40,본인 우리은행 포인트플러스 GRANDE(9*3*),던킨도너츠 목동남로점,제과점/아이스크림점,"7,990",일시불,-,45924453,N,,0,0,0,Y
2025.06.15,20:34,본인 우리은행 포인트플러스 GRANDE(9*3*),도야짬뽕 목동고척점,중식,"11,000",일시불,-,61954452,N,,0,0,0,Y
2025.06.15,16:06,본인 우리은행 포인트플러스 GRANDE(9*3*),PAYCO_Google Play,간편결제(온라인),"9,900",일시불,-,44464451,N,,0,0,0,Y
2025.06.15,15:50,본인 우리은행 포인트플러스 GRANDE(9*3*),브루클린커피,커피전문점,"7,000",일시불,-,29723450,N,,0,0,0,Y
2025.06.15,2:30,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"10,000",일시불,-,61017449,N,,0,0,0,Y
2025.06.15,2:18,본인 우리은행 포인트플러스 GRANDE(9*3*),레코드피자 고척점,패밀리레스토랑,"35,800",일시불,-,25502448,N,,0,0,0,Y
2025.06.14,21:54,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 한강르네상스 양화3호점,편의점,"4,090",일시불,-,67631447,N,,0,0,0,Y
2025.06.14,17:37,본인 우리은행 포인트플러스 GRANDE(9*3*),우지커피 고척사거리점,커피전문점,"3,300",일시불,-,34480446,N,,0,0,0,Y
2025.06.13,17:40,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"28,900",일시불,-,57862445,N,,0,0,0,Y
2025.06.12,22:16,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"3,300",일시불,-,50918444,N,,0,0,0,Y
2025.06.12,21:48,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"2,000",일시불,-,54595443,N,,0,0,0,Y
2025.06.12,21:28,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"6,500",일시불,-,29016442,N,,0,0,0,Y
2025.06.11,18:44,본인 우리은행 포인트플러스 GRANDE(9*3*),빽다방 동양미래대점,커피전문점,500,일시불,-,50839441,N,,0,0,0,Y
2025.06.11,14:12,본인 우리은행 포인트플러스 GRANDE(9*3*),SK텔레콤(자동납부),통신비(시청료),"80,550",일시불,-,51460440,N,,0,0,0,Y
2025.06.11,12:27,본인 우리은행 포인트플러스 GRANDE(9*3*),샐러리아 동양미래대점,기타일반음식,"1,900",일시불,-,43028439,N,,0,0,0,Y
2025.06.10,11:57,본인 우리은행 포인트플러스 GRANDE(9*3*),예다미,기타일반음식,"5,000",일시불,-,50855438,N,,0,0,0,Y
2025.06.10,11:52,본인 우리은행 포인트플러스 GRANDE(9*3*),새봄정신건강의학과의원,신경과/신경외과,"10,000",일시불,-,69806437,N,,0,0,0,Y
2025.06.09,20:58,본인 우리은행 포인트플러스 GRANDE(9*3*),KCP_3_비비큐 양천구청점,PG_우대,"26,500",일시불,-,25891436,N,,0,0,0,Y
2025.06.09,18:13,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"3,400",일시불,-,68644435,N,,0,0,0,Y
2025.06.09,0:29,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"4,900",일시불,-,46931434,N,,0,0,0,Y
2025.06.09,0:22,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"2,000",일시불,-,64689433,N,,0,0,0,Y
2025.06.07,20:52,본인 우리은행 포인트플러스 GRANDE(9*3*),진스시,일식(횟집),"20,000",일시불,-,31611432,N,,0,0,0,Y
2025.06.07,12:53,본인 우리은행 포인트플러스 GRANDE(9*3*),도야짬뽕 목동고척점,중식,"11,000",일시불,-,32760431,N,,0,0,0,Y
2025.06.07,12:16,본인 우리은행 포인트플러스 GRANDE(9*3*),상아약국,약국,"3,900",일시불,-,67715430,N,,0,0,0,Y
2025.06.07,12:04,본인 우리은행 포인트플러스 GRANDE(9*3*),스마트백평치과의원,치과,"50,000",일시불,-,26143429,N,,0,0,0,Y
2025.06.07,9:22,본인 우리은행 포인트플러스 GRANDE(9*3*),던킨도너츠 목동남로점,제과점/아이스크림점,"4,170",일시불,-,27331428,N,,0,0,0,Y
2025.06.07,1:02,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"3,900",일시불,-,63147427,N,,0,0,0,Y
2025.06.07,0:49,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"7,300",일시불,-,34950426,N,,0,0,0,Y
2025.06.06,16:15,본인 우리은행 포인트플러스 GRANDE(9*3*),KCP결제_boothticket,PG(온라인),"20,000",일시불,-,41554425,N,,0,0,0,Y
2025.06.06,11:01,본인 우리은행 포인트플러스 GRANDE(9*3*),청이,중식,"10,000",일시불,-,67427424,N,,0,0,0,Y
2025.06.06,10:14,본인 우리은행 포인트플러스 GRANDE(9*3*),지에스(GS)25 구로미래점,편의점,"2,600",일시불,-,28900423,N,,0,0,0,Y
2025.06.05,15:17,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"9,400",일시불,-,41801422,N,,0,0,0,Y
2025.06.05,15:12,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"2,900",일시불,-,64255421,N,,0,0,0,Y
2025.06.03,17:03,본인 우리은행 포인트플러스 GRANDE(9*3*),구글페이먼트_구글페이먼트코리아,PG(오프라인),"5,000",일시불,-,28367420,N,,0,0,0,Y
2025.06.03,16:01,본인 우리은행 포인트플러스 GRANDE(9*3*),도도 아이스,기타음료식품,"8,800",일시불,-,62449419,N,,0,0,0,Y
2025.06.03,15:36,본인 우리은행 포인트플러스 GRANDE(9*3*),하우마라,중식,"7,300",일시불,-,54661418,N,,0,0,0,Y
2025.06.03,10:52,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 동양미래대점,커피전문점,"14,800",일시불,-,29990417,N,,0,0,0,Y
2025.06.03,9:45,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"5,500",일시불,-,37430416,N,,0,0,0,Y
2025.06.03,9:11,본인 우리은행 포인트플러스 GRANDE(9*3*),롯데리아 개봉점,패스트푸드점,"9,100",일시불,-,45414415,N,,0,0,0,Y
2025.06.01,19:15,본인 우리은행 포인트플러스 GRANDE(9*3*),피자마루,기타일반음식,"13,000",일시불,-,61968414,N,,0,0,0,Y
2025.06.01,19:08,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25고척점,편의점,"1,700",일시불,-,33788413,N,,0,0,0,Y
2025.06.01,17:21,본인 우리은행 포인트플러스 GRANDE(9*3*),CJ 올리브영_국내_CJ올리브영주식회,PG(온라인),"93,680",할부,5 개월,23414412,N,,0,0,0,Y
2025.06.01,13:55,본인 우리은행 포인트플러스 GRANDE(9*3*),우아한형제들_주식회사우,PG(온라인),"15,000",일시불,-,56926411,N,,0,0,0,Y
2025.05.31,17:22,본인 우리은행 포인트플러스 GRANDE(9*3*),리콰이어 커피,커피전문점,"13,900",일시불,-,64606410,N,,0,0,0,Y
2025.05.31,17:09,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)에스케이플래닛_문화비,PG(온라인),"11,000",일시불,-,29178409,Y,2025.05.31,"-11,000",,0,N
2025.05.31,14:26,본인 우리은행 포인트플러스 GRANDE(9*3*),리콰이어 커피,커피전문점,"6,000",일시불,-,59327408,N,,0,0,0,Y
2025.05.31,14:02,본인 우리은행 포인트플러스 GRANDE(9*3*),해물칼국수,기타일반음식,"7,000",일시불,-,28317407,N,,0,0,0,Y
2025.05.31,0:26,본인 우리은행 포인트플러스 GRANDE(9*3*),레이디오 고척스카이돔,호프/소주,"22,900",일시불,-,59060406,N,,0,0,0,Y
2025.05.29,23:14,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 고척점,편의점,"5,550",일시불,-,41703405,N,,0,0,0,Y
2025.05.26,16:22,본인 우리은행 포인트플러스 GRANDE(9*3*),쿠팡(쿠페이),간편결제(온라인),"18,900",일시불,-,20412404,N,,0,0,0,Y
2025.05.26,16:15,본인 우리은행 포인트플러스 GRANDE(9*3*),컬리_컬리페이_주식회사 컬리,PG(온라인),"41,860",일시불,-,52369403,N,,0,0,0,Y
2025.05.25,17:23,본인 우리은행 포인트플러스 GRANDE(9*3*),한국맥도날드(유) 어린이대공원점,패스트푸드점,"5,400",일시불,-,61021402,N,,0,0,0,Y
2025.05.25,17:00,본인 우리은행 포인트플러스 GRANDE(9*3*),천미향,중식,"10,000",일시불,-,24776401,N,,0,0,0,Y
2025.05.25,12:59,본인 우리은행 포인트플러스 GRANDE(9*3*),보난자커피 군자,커피전문점,"8,800",일시불,-,31914400,N,,0,0,0,Y
2025.05.25,9:29,본인 우리은행 포인트플러스 GRANDE(9*3*),지에스25 S어린이대공원역점,편의점,"1,100",일시불,-,52715399,N,,0,0,0,Y
2025.05.24,19:50,본인 우리은행 포인트플러스 GRANDE(9*3*),미태리 파스타 고척점,한식(한정식),"6,800",일시불,-,27729398,N,,0,0,0,Y
2025.05.24,19:49,본인 우리은행 포인트플러스 GRANDE(9*3*),미태리 파스타 고척점,한식(한정식),"4,750",일시불,-,41329397,N,,0,0,0,Y
2025.05.24,16:10,본인 우리은행 포인트플러스 GRANDE(9*3*),푸른하늘은하수,커피전문점,"5,000",일시불,-,53726396,N,,0,0,0,Y
2025.05.22,12:12,본인 우리은행 포인트플러스 GRANDE(9*3*),우아한형제들_주식회사우,PG(온라인),"21,600",일시불,-,59680395,N,,0,0,0,Y
2025.05.21,19:01,본인 우리은행 포인트플러스 GRANDE(9*3*),메가엠지씨커피 구로고척시장점,커피전문점,"3,700",일시불,-,37795394,N,,0,0,0,Y
2025.05.21,12:07,본인 우리은행 포인트플러스 GRANDE(9*3*),예스이십사도서_문화비_예스이십사주,PG(온라인),"32,400",일시불,-,32856393,N,,0,0,0,Y
2025.05.20,15:22,본인 우리은행 포인트플러스 GRANDE(9*3*),카카오_멜론,PG(오프라인),"8,690",일시불,-,64860392,N,,0,0,0,Y
2025.05.20,12:50,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"13,500",일시불,-,55820391,N,,0,0,0,Y
2025.05.19,13:36,본인 우리은행 포인트플러스 GRANDE(9*3*),쿠팡(쿠페이),간편결제(온라인),"18,800",일시불,-,24687390,N,,0,0,0,Y
2025.05.18,22:07,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"10,190",일시불,-,20544389,N,,0,0,0,Y
2025.05.18,20:14,본인 우리은행 포인트플러스 GRANDE(9*3*),스타벅스코리아,커피전문점,"4,000",일시불,-,44593388,N,,0,0,0,Y
2025.05.18,16:42,본인 우리은행 포인트플러스 GRANDE(9*3*),채움 케이크샵,제과점/아이스크림점,"12,200",일시불,-,44843387,N,,0,0,0,Y
2025.05.18,16:38,본인 우리은행 포인트플러스 GRANDE(9*3*),네이버파이낸셜㈜_네이버,전자상거래(온라인),"25,000",일시불,-,56493386,N,,0,0,0,Y
2025.05.17,21:33,본인 우리은행 포인트플러스 GRANDE(9*3*),네이버파이낸셜㈜_네이버,전자상거래(온라인),"24,000",일시불,-,56205385,N,,0,0,0,Y
2025.05.17,20:24,본인 우리은행 포인트플러스 GRANDE(9*3*),파리바게트 고척시장점,제과점/아이스크림점,"3,200",일시불,-,21160384,N,,0,0,0,Y
2025.05.17,20:20,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"20,490",일시불,-,35255383,N,,0,0,0,Y
2025.05.17,17:01,본인 우리은행 포인트플러스 GRANDE(9*3*),푸른하늘은하수,커피전문점,"7,500",일시불,-,39707382,N,,0,0,0,Y
2025.05.17,16:42,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)보물마트,슈퍼마켓,"3,600",일시불,-,25813381,N,,0,0,0,Y
2025.05.17,16:38,본인 우리은행 포인트플러스 GRANDE(9*3*),애플김밥,기타일반음식,"8,000",일시불,-,30980380,N,,0,0,0,Y
2025.05.17,11:48,본인 우리은행 포인트플러스 GRANDE(9*3*),스마트백평치과의원,치과,"50,000",일시불,-,55399379,N,,0,0,0,Y
2025.05.16,15:45,본인 우리은행 포인트플러스 GRANDE(9*3*),구글페이먼트_구글페이먼트코리아,PG(오프라인),"5,500",일시불,-,40716378,N,,0,0,0,Y
2025.05.15,16:06,본인 우리은행 포인트플러스 GRANDE(9*3*),PAYCO_Google Play,간편결제(온라인),"9,900",일시불,-,33696377,N,,0,0,0,Y
2025.05.15,10:20,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_신용카드(한집배달),PG(온라인),"20,200",일시불,-,38899376,N,,0,0,0,Y
2025.05.14,22:54,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"3,300",일시불,-,30473375,N,,0,0,0,Y
2025.05.12,12:53,본인 우리은행 포인트플러스 GRANDE(9*3*),SK텔레콤(자동납부),통신비(시청료),"79,550",일시불,-,40132374,N,,0,0,0,Y
2025.05.11,18:31,본인 우리은행 포인트플러스 GRANDE(9*3*),네이버파이낸셜㈜_네이버,전자상거래(온라인),"5,000",일시불,-,34794373,N,,0,0,0,Y
2025.05.11,17:50,본인 우리은행 포인트플러스 GRANDE(9*3*),경기마트 맘스점,슈퍼마켓,"6,430",일시불,-,65704372,N,,0,0,0,Y
2025.05.11,14:14,본인 우리은행 포인트플러스 GRANDE(9*3*),던킨도너츠 목동남로점,제과점/아이스크림점,"2,500",일시불,-,38929371,N,,0,0,0,Y
2025.05.11,10:52,본인 우리은행 포인트플러스 GRANDE(9*3*),맥도날드 고척DT점,패스트푸드점,"8,600",일시불,-,42947370,N,,0,0,0,Y
2025.05.11,2:09,본인 우리은행 포인트플러스 GRANDE(9*3*),이니시스(후원금)_3_사회복지법인,PG_우대,"39,000",일시불,-,61412369,N,,0,0,0,Y
2025.05.11,0:34,본인 우리은행 포인트플러스 GRANDE(9*3*),쿠팡(쿠페이)_쿠팡(쿠페이),PG(온라인),"8,900",일시불,-,58911368,N,,0,0,0,Y
2025.05.09,20:19,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 여의도파크원점,커피전문점,"6,300",일시불,-,58505367,N,,0,0,0,Y
2025.05.09,14:27,본인 우리은행 포인트플러스 GRANDE(9*3*),청담동마녀김밥 구로디지털단지점,기타일반음식,"15,000",일시불,-,31745366,N,,0,0,0,Y
2025.05.08,15:28,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"4,600",일시불,-,66848365,N,,0,0,0,Y
2025.05.08,14:29,본인 우리은행 포인트플러스 GRANDE(9*3*),네이버파이낸셜㈜_네이버,전자상거래(온라인),"20,000",일시불,-,53072364,N,,0,0,0,Y
2025.05.07,18:56,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 구로디지털단지역 깔깔거리점,커피전문점,"14,500",일시불,-,29013363,N,,0,0,0,Y
2025.05.07,18:51,본인 우리은행 포인트플러스 GRANDE(9*3*),본가설렁탕,한식(한정식),"11,000",일시불,-,24575362,N,,0,0,0,Y
2025.05.07,18:17,본인 우리은행 포인트플러스 GRANDE(9*3*),우리쌀빵,제과점/아이스크림점,"1,200",일시불,-,24608361,N,,0,0,0,Y
2025.05.07,17:50,본인 우리은행 포인트플러스 GRANDE(9*3*),티머니택시(법인)_4,택시,"10,700",일시불,-,52048360,N,,0,0,0,Y
2025.05.07,13:09,본인 우리은행 포인트플러스 GRANDE(9*3*),투썸플레이스 동양미래대점,커피전문점,"11,200",일시불,-,51561359,N,,0,0,0,Y
2025.05.06,14:06,본인 우리은행 포인트플러스 GRANDE(9*3*),고좌리 뼈칼국수,기타일반음식,"11,000",일시불,-,33454358,N,,0,0,0,Y
2025.05.06,10:17,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 마포하늘공원점,편의점,"1,200",일시불,-,32434357,N,,0,0,0,Y
2025.05.05,21:46,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"3,300",일시불,-,59503356,N,,0,0,0,Y
2025.05.05,20:54,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)하나음향 보가코인노래연습장,노래방,"5,500",일시불,-,56169355,N,,0,0,0,Y
2025.05.05,20:47,본인 우리은행 포인트플러스 GRANDE(9*3*),롯데리아 개봉점,패스트푸드점,"4,800",일시불,-,29120354,N,,0,0,0,Y
2025.05.05,20:21,본인 우리은행 포인트플러스 GRANDE(9*3*),육회바른연어 고척스카이점,한식(한정식),"16,900",일시불,-,54725353,N,,0,0,0,Y
2025.05.05,0:33,본인 우리은행 포인트플러스 GRANDE(9*3*),GS25 고척사랑점,편의점,"9,850",일시불,-,68051352,N,,0,0,0,Y
2025.05.04,21:36,본인 우리은행 포인트플러스 GRANDE(9*3*),티머니택시_0,PG택시,"8,500",일시불,-,38093351,N,,0,0,0,Y
2025.05.04,14:33,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)우아한형제들_주식회사 우아한형제들,PG(온라인),"33,400",일시불,-,27120350,N,,0,0,0,Y
2025.05.04,5:29,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)에스케이플래닛_문화비_Cul_에스케이 플,PG(온라인),"10,000",일시불,-,45512349,N,,0,0,0,Y
2025.05.03,17:27,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)교보문고,서적(서점),"13,500",일시불,-,54716348,N,,0,0,0,Y
2025.05.03,16:39,본인 우리은행 포인트플러스 GRANDE(9*3*),홈플러스신도림점,할인점,"8,000",일시불,-,21579347,N,,0,0,0,Y
2025.05.03,16:03,본인 우리은행 포인트플러스 GRANDE(9*3*),던킨도너츠 신도림홈플러스점,제과점/아이스크림점,"1,700",일시불,-,60663346,N,,0,0,0,Y
2025.05.03,16:00,본인 우리은행 포인트플러스 GRANDE(9*3*),세븐일레븐 신도림미래사랑점,편의점,"2,600",일시불,-,66608345,N,,0,0,0,Y
2025.05.02,20:14,본인 우리은행 포인트플러스 GRANDE(9*3*),카페율,커피전문점,"2,700",일시불,-,31639344,N,,0,0,0,Y
2025.05.02,12:44,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)초이락홀딩스,커피전문점,"9,000",일시불,-,39608343,N,,0,0,0,Y
2025.05.02,10:39,본인 우리은행 포인트플러스 GRANDE(9*3*),나이스결제대행(주)_(주)앤드모어,PG(온라인),"166,100",할부,5 개월,55855342,N,,0,0,0,Y
2025.05.02,9:57,본인 우리은행 포인트플러스 GRANDE(9*3*),토스페이_컨텐츠_주식회사 비바리퍼블리카,PG(온라인),"79,700",일시불,-,63220341,N,,0,0,0,Y
2025.05.01,23:08,본인 우리은행 포인트플러스 GRANDE(9*3*),이마트24 R고척중앙점,편의점,"9,300",일시불,-,35685340,N,,0,0,0,Y
2025.04.30,19:37,본인 우리은행 포인트플러스 GRANDE(9*3*),오늘제빵소,제과점/아이스크림점,"7,000",일시불,-,50334339,N,,0,0,0,Y
2025.04.30,19:11,본인 우리은행 포인트플러스 GRANDE(9*3*),황밀삼,한식(한정식),"10,000",일시불,-,47117338,N,,0,0,0,Y
2025.04.30,13:00,본인 우리은행 포인트플러스 GRANDE(9*3*),(주)초이락홀딩스,커피전문점,"3,000",일시불,-,48003337,N,,0,0,0,Y
2025.04.30,0:45,본인 우리은행 포인트플러스 GRANDE(9*3*),젝시믹스_브랜드엑스코퍼레이션,PG(온라인),"171,250",할부,5 개월,55860336,N,,0,0,0,Y
2025.04.29,17:33,본인 우리은행 포인트플러스 GRANDE(9*3*),새봄정신건강의학과의원,신경과/신경외과,"10,000",일시불,-,50104335,N,,0,0,0,Y
